Date,product,category,sub_category,brand,sale_price,market_price,type,rating,description
2022-09-02,Breakfast Mix - Finger Millet Ragi Idli,Snacks & Branded Foods,Ready To Cook & Eat,GoodDiet,119,149,Breakfast & Snack Mixes,4.2,"Ragiidli is a delicious savoury breakfast made from premium quality finger millets. It is extremely healthy, easily digestible and very nutritious. This ready-to-cook breakfast mix also contains sooji, which has a low glycemic index and that makes it a recommended food for diabetics. The high amount of dietary fiber in ragi keeps the stomach full for longer and prevents unwanted cravings. Upgrade your lifestyle by inviting more healthy foods into your kitchen."
2022-09-03,Herbal Wine Grapefruit Lip Balm,Beauty & Hygiene,Skin Care,Khadi Natural,99,99,Lip Care,4.4,"Wine grapefruit lip balm is made with nutritious grapefruit seed oil, bursting with powerful vitamins. It refreshes your lips with a sweet hint of citrus and nourishes with vitamin c and softened and lustrous lips."
2022-09-04,Masala Upma,Snacks & Branded Foods,Ready To Cook & Eat,MOM Meal of the Moment,20,20,Heat & Eat Ready Meals,3.4,Wholesome meal that tastes just like home food. Just add hot water. No preservatives
2022-09-05,Maharishi Ayurveda Ayush Kwath,Beauty & Hygiene,Health & Medicine,Maharishi Ayurveda,165,165,Ayurveda,,"Maharishi Ayurveda Ayush Kwath is a special Ayurvedic formulation made with herbs that act as an immunity booster. It helps in Fighting Infections. It is  Antibacterial, Anti Viral, and supports prana and Udana. Ayush Kwath is a scientifically proven natural supplement that has everything that your body needs to fight germs in a healthier way. This special Ayurvedic formula is scientifically researched and combines years of ayurvedic knowledge along with the world’s best herbs and other natural ingredients to provide the immune system with everything it needs. It can be sipped like tea or kadha and can be customized according to individual taste by adding Gud, lemon juice etc. Give a boost to your Immune system with this Scientifically proven Ayurvedic Kwath formula. Maharishi Ayurveda Ayush kwath is an Ayurvedic formula that helps in building your Immune system from within. This formulation is  Antibacterial, Anti Viral, and supports prana and Udana, thereby strengthening the body’s immune system. This is a simple technique to make your immunity strong. You just need to sip this kadha on a daily basis. In no time, you will feel the difference in your Immune system. Ayush Kwath comes in powder form and can be used daily to make your Immunity building Kadha. Made with organically produced herbs that are scientifically researched. It can be sipped like tea or kadha and can be customized according to individual taste by adding Gud, lemon juice etc."
2022-09-06,Svachh Nakshtra Steel Inner Lid Pressure Cooker (20257),"Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,2369,2780,Pressure Cookers,,Bring home a cooker that helps you keep the kitchen clean and safe. The Nakshatra Plus Svachh Pressure Cooker comes with a unique lid that contains any spillage that might occur during the course of cooking and prevents the messy liquid from dripping down.
2022-09-07,Chicken Liver Gourmet Loaf With Pumpkin - Super Food,"Kitchen, Garden & Pets",Pet Food & Accessories,Kennel kitchen,150,150,Pet Meals & Treats,,Natural food for dogs. Suitable for both adult and puppies. Preservative-free contains superfood pumpkin. Good for hydration. Suitable for all ages and sizes above 3 months of age. Suitable for both adult and puppies.
2022-09-08,Bath & Body Oil - Oriental Spicy Rose,Beauty & Hygiene,Skin Care,Oriental Botanics,699,699,Aromatherapy,2,"Introducing the Oriental Botanics Bath and Body Oil - A botanical delicately scented Body Oil making it the best Oil for skin - a light natural oil that penetrates your skin cells to moisturize and provides a soothing topical barrier without clogging pores which leaving skin feeling hydrated and enriched. This product is uniquely blended with the high quality of 100% natural base oils of Sweet Almond, Avocado, Soya bean, Apricot, Jojoba and Grapeseed Oil. This light and non-greasy oil will be quickly absorbed and leaves only a comfortable feeling. Your skin will be soft and smooth after relaxing with Green Tea and Basil bath and body oil."
2022-09-09,"Specialist Skin Care Oil - Scars, Stretch Mark, Ageing, Uneven Skin Tone",Beauty & Hygiene,Skin Care,Bio-Oil,333,450,Body Care,4.2,"Bio-Oil Skincare Oil is made for all skin types, this skincare oil can be used to help reduce the appearance of stretch marks, scars, and other marks due to surgery, injury, acne, aging, pregnancy, and more. Its fast-absorbing, non-comedogenic formula won't clog pores. It helps the skin to retain essential moisture to soften skin and provide dry skin relief. It's truly a multiuse oil that's recommended by skincare specialists across the world. Its unique formulation, which contains Vitamins and plant extracts along with the breakthrough ingredient PurCellin Oil™ is highly effective and clinically proven."
2022-09-10,Brioche,"Bakery, Cakes & Dairy",Gourmet Breads,The Baker's Dozen,155,155,Gourmet Bread,4.4,"Loaded with butter (mind it, not margarine or vanaspati), try me for breakfast, as a desi €˜bun maska€™ or a French toast and start your day on a sweet note"
2022-09-11,Onion - Rings,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Miaow Miaow,75,75,"Healthy, Baked Snacks",,"Miaow Miaow Onion Rings: Ingredients: Corn Grits, Palm Oil, Contain Onion Seasoning, Flavouring Substance, Sugar, Salt and Contains Anti Caking, Food Conditioner."
2022-09-12,Cotton Mop With Telescopic Handle 150 Cm,Cleaning & Household,"Mops, Brushes & Scrubs",York,558,620,"Mops, Wipers",,"York is a Leading European manufacturer of household cleaning products. The mop consists of many highest quality cotton strings, ideal for cleaning various surfaces such as tiles and laminated floors. The thick thread is produced from an exceptionally durable material and comes with a telescopic handle."
2022-09-13,Kale,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,10,12.5,Organic Vegetables,,"Kale is a crisp and hearty vegetable, with a hint of earthiness. Kale is considered a superfood (meaning it is nutrient-dense while being very low in calories) and packs more nutrition than almost any other whole food.1? Like other dark green leafy vegetables, kale is high in calcium, beta-carotene, and vitamin C, but surpasses other greens with its skyrocketing levels of vitamins A and K."
2022-09-14,"Notebook - Unruled, Long",Cleaning & Household,Stationery,Classmate,33,33,"Notebooks, Files, Folders",4.3,"Classmate Notebooks are made to the highest quality standards. Made from superior quality paper and pulp, the pages are whiter, brighter and smoother. The superior cut and excellent finish ensure the pages are in perfect alignment without any folded corners. The superior binding strength and wrapper lamination make them as durable as ever. These notebooks come with a wide variety of covers with activities and trivias to make every classmate notebook unique in its own way."
2022-09-15,Instant Noodles - Soy & Vinegar,Gourmet & World Food,"Pasta, Soup & Noodles",Koka,67.5,75,Imported Noodles,3.6,"Contains Anthocyanins, Rich in Natural Antioxidants, Non-Fried, No MSG, No Preservatives, No Artificial Colouring, No Trans Fat"
2022-09-16,Gluten-Free Quinoa Flour,Gourmet & World Food,Cooking & Baking Needs,Graminway,378,378,Flours & Pre-Mixes,3.7,"Quinoa Flour is produced from Quinoa (kin-wah) which is a grain-like crop derived from South America. Quinoa provides protein, dietary fibre, B vitamins, and dietary minerals in rich amounts above those of wheat, corn, rice, or oats. It is gluten-free. Quinoa can be eaten as a rice replacement, as a hot breakfast cereal. Quinoa flour can be mixed with maize or wheat flour for making bread and pasta, and it is used for making or baking biscuits, cakes, and pastries in general."
2022-09-17,"Chikki, Peanut Bar",Snacks & Branded Foods,Indian Mithai,Paper Boat,40,40,Chikki & Gajjak,4.1,"The classic! Everybody's favorite snack. Most coveted in tiffin boxes and among post-dinner treats or mid-day snack for that matter. Now that we think about it, this was the ever favorite snack (can you blame us, it is sooo snacky!) Made with the finest quality peanuts and jaggery, its crunchy sweetness is sure to bring a smile to your face."
2022-09-18,1001 Nights Concentrated Oriental Perfume Free From Alcohol For Unisex,Beauty & Hygiene,Fragrances & Deos,Ajmal,4900,5000,Attar,,"Uniting deep-rooted traditions with modern times, Alf Lail O Lail Eau de Parfum, comprises Spicy and Smoky notes, which evolve into a menagerie of Floral elements, complemented by the lingering effect of Musky and Woody notes. Equally as enchanting as the fragrance and in continuation of the â€˜1001 Arabian Nightsâ€™ theme, the Eau de Parfum is encased in an exquisitely-crafted bottle resembling a magic lamp. The matt-gold finish of the casing and the silver cap add to the charm of the authentic looking Arabian bottle containing 60 ml of the entrancing scent, capturing the magic and mystery of the orient."
2022-09-19,Man - Indigo Body Mist,Beauty & Hygiene,Fragrances & Deos,Nike,278.4,348,Body Sprays & Mists,,"A brand inspired by the Greek goddess of victory, it personifies strength, speed and energy and it launched its first perfume in 1929. Since then, a wide assortment of fragrance collections has hit the marketplace with refreshing, and eye-catching proposals that capture the essence and lifestyle of today´s man and woman.Nike Indigo man Body mist is long-lasting fragrant. Provides long-lasting protection with active formula."
2022-09-20,Fields Of Gold Organic Cumin - Whole,"Foodgrains, Oil & Masala",Organic Staples,PRISTINE,52,52,Organic Masalas & Spices,4.4,"Cumin seeds are also known as “Jeera” in Hindi is a spice obtained from the dried seed of the herb, Cuminum Cyminum. Cumin seeds impart an earthy, warming and aromatic character to the food. It can be incorporated in a variety of cuisines in combination with coriander seeds powder. It can be added in garam masala in a roasted form and it is 100% Organic. It is certified by USDA and Indian Organic certification body like Control Union."
2022-09-21,Body Massage Oil - Energising,Beauty & Hygiene,Skin Care,Aloe Veda,697.5,775,Aromatherapy,,"This Distil Energising Body Massage Oil is specially formulated with a healing blend of pure Essential Oils in a carrier oil base of premium Sweet Almond Oil. Distil Oils are gentle, light on the skin and easily absorbed by the body due to its ideal viscosity. It contains beta-carotene, gamma-oryzanol, tocotrienols (vitamin E) and vitamins D, C. The rich presence of essential fatty acids like palmitic, stearic, and linoleic acid moisturizes the skin, balances both dry and oily patches, reduce inflammation, soothes discomfort and is a wonderful oil for itchy alligator skin.Regular massage with Distil Massage Oils, promote the restoration of collagen at the cellular level, makes the skin firm, smooth and youthful in appearance. The special blend of Essential Oils is an aphrodisiac and gives a sensuous high."
2022-09-22,Synthetic Food Colour Preparation Lemon Yellow,Snacks & Branded Foods,Ready To Cook & Eat,999,20,20,Home Baking,4,Synthetic Food Colour Preparation Lemon Yellow
2022-09-23,"Toothpaste - Gum Care, Expert Protection",Beauty & Hygiene,Oral Care,Pepsodent,78.4,98,Toothpaste,4.3,"Reduce those dental visits with this Expert Protection Gum Care Toothpaste from Pepsodent. Formulated with Zinc Citrate technology, this toothpaste not only takes care of your teeth, but provides you with the best gum care. Its advanced formula consists of Germ check and Gum guard to provide you with Complete-8 action oral care. Its anti-bacterial formula prevents your teeth from cavities, reduces tartar and lactic acid, and eliminates bacteria to give you a refreshing breath and healthier teeth & gums. 


Perfect for the whole family, this toothpaste should be used twice daily for effective results. Buy this value pack right away and get the complete oral care for your teeth and gums. A quality product of Unilever Dental Research. TM Regd. Made in India."
2022-09-24,Bio Myristica Spot Correcting Anti Acne Face Pack,Beauty & Hygiene,Skin Care,BIOTIQUE,149.25,199,Face Care,3.9,"Biotique Bio Myristica Face Pack will give you results that you have never experienced before. This spot correcting face pack treats pimples and helps control the bacteria that causes breakouts, redness and other skin irritations. Now say goodbye to bad skin days with this amazing formula!"
2022-09-25,"Stainless Steel Frying Ladle - No. 9, Silvera","Kitchen, Garden & Pets",Kitchen Accessories,Anjali,65,82,"Strainer, Ladle, Spatula",3.7,The neat and clean design of this elegant frying ladle makes it essential for your home. It is made to be durable and from high-quality stainless steel. This spoon will survive multiple wash cycles and not lose its shine. It is easy to use for frying foods.
2022-09-26,OvenOrg Multi Millet Rusk,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",PRISTINE,35,35,Rusks,1.8,"Pristine presents it's OvenOrg Multi Millet Rusk a perfect tea time treat for fitness lovers.  Loaded with great taste and Health Millets is a storehouse of nutrition and helps in mitigating new age ailments. They are highly nutritious and one of the most digestible grains.
The rusks are made from 57% Millet flour that is retrieved from the ebbing legacy of our cultural heritage. Enjoy this healthy package of delectable rusk at a tea-party with your friends and family."
2022-09-27,Mahabhringraj Tel - Hairfall Reduction & Dandruff Control,Beauty & Hygiene,Health & Medicine,Baidyanath,295,295,Ayurveda,,"Mahabhringraj Tel is pure Ayurvedic chemical-free nourishing hair oil, made scientifically with the goodness of Bhringraj, a herb which is known in Ayurveda as ‘Keshraj’- king of hair, which helps your hair grow longer and healthier. The tail is prepared by Traditional Ayurvedic methods (Kshirpak vidhi) with a combination of 15 valuable clinically proven herbs dipped in pure Til tail (Sesame oil). This process with till tel as base oil will help to extract the entire medicinal qualities from the herbs giving us potent Mahabhringraj tel. Regular gentle massage of this therapeutic hair oil on the scalp will help control hair fall, strengthen hair from their roots, and is a helpful remedy for Dandruff. It’s a 100 % Natural formulation free from mineral oils, No silicone, No synthetic colours and fragrances"
2022-09-28,Masterchefs Germ Protection Liquid Handwash Refill,Beauty & Hygiene,Bath & Hand Wash,Godrej Protekt,147,147,Hand Wash & Sanitizers,4.2,"Godrej Protekt Masterchef's is a handwash unlike any other. It does not contain harmful chemicals and is naturally derived. It washes the germs away with the goodness of glycerin and essential oils leaving your hands soft and your nose delighted. A Triclosan free handwash, it has been replaced with saner actives.This product is 100% recyclable and 100% reusable.Also available in Protekt Masterblaster variant."
2022-09-29,Black Naturals Hair Colour Shade 1-Deep Black 20 ml + 20 gm,Beauty & Hygiene,Hair Care,Garnier,108.78,117,Hair Color,4.2,"It is an oil-enriched cream colour which gives natural-looking black hair. Works in 15 minutes, non-drip cream. Maintains softness, smoothness, and shine. No ammonia hair colour. Lasts for 6 weeks."
2022-09-30,Apple Cider Vinegar - Raw Unfiltered Unpasteurized with Cinamon & Honey,Gourmet & World Food,Oils & Vinegar,Zoe,449.1,499,Balsamic & Cider Vinegar,5,"ZOE Apple Cider Vinegar (ZOE ACV) with Cinnamon and Honey is a naturally fermented with delicious natural Himalayan apples. ZOE ACV is 100 per cent pure and has the goodness of mother of vinegar that lends it a cloudy look, but is an affirmation of high quality unprocessed vinegar. Loaded with potent antioxidants and minerals ZOE ACV is an elixir of life. 

Cinnamon has anti-fungal and anti-bacterial characteristics to combat infections, bad breath, and tooth decay. Its anti-oxidative properties lowers the risk of cognitive infections and cancer. It provides benefits in controlling the cholesterol and triglyceride levels and blood pressure. Thus it is beneficial in keeping the heart diseases at bay. Also, the anti-diabetic property also helps in controlling by considerably increasing the receptivity to insulin. 

Honey is well known for its medicinal properties, particularly anti-inflammatory and alleviate allergies. Honey absorbs calcium, the natural form of unprocessed sugars such as fructose. The glucose present in honey quickly boosts energy levels. Finally, it helps to regulate sleep cycles and soothe the scalp."
2022-10-01,"Brinjal - Varikatri, Organically Grown",Fruits & Vegetables,Fresh Vegetables,Fresho,10,12.5,Organic Vegetables,,"It Is Organically Grown And Handpicked From Farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
2022-10-02,Wonderz Milk Shakes - Classic Vanilla,"Bakery, Cakes & Dairy",Dairy,Sunfeast,29.75,35,"Flavoured, Soya Milk",4.5,"Treat yourself with an exciting tasteful adventure and discover Wonderz of Milk in every sip. Classic Vanilla Shake is a wonderful blend of the goodness of vanilla and milk. Made with natural vanilla extracts, it promises to offer a classic thick and creamy milkshake experience. This product contains no preservatives and is a source of protein and calcium."
2022-10-03,Marie Light Biscuits - Oats Fibre,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,25,25,"Marie, Health, Digestive",4.3,"Sunfeast Marie Light Oats, Crispy Marie biscuits enriched with the goodness of 2 power-packed fibres - natural wheat fibre and soluble oats fibre."
2022-10-04,Masala - Chicken,"Foodgrains, Oil & Masala",Masalas & Spices,Annapoorna,28,28,Blended Masalas,4.8,Annaporna Spices are the preserve for Connoisseurs of authentic and pure ground Flovours & Aromas.
2022-10-05,Dark Chocolate- 55% Rich In Cocoa,Snacks & Branded Foods,Chocolates & Candies,Amul,87.12,100,Chocolates,4.3,Amul Dark Chocolate is made with the finest ingredients and rich cocoa. Its strong flavour and silky texture is just what you need to fall in love with pure cocoa for its authentice taste.
2022-10-06,Gentle Baby Wipes,Baby Care,Diapers & Wipes,Himalaya,699,699,Baby Wipes,4.1,"Infused with the goodness of Aloe Vera and Indian Lotus extracts, Gentle Baby Wipes are mild enough to soothe baby's bottoms during a diaper change. The wipes can also be used to gently cleanse baby's skin. The natural ingredients ensure that the baby remains bacteria-free throughout the day. Ideal for use when travelling."
2022-10-07,Avocado,Fruits & Vegetables,Fresh Fruits,Fresho,105,131.25,Exotic Fruits,,"Avocado is an oval-shaped fruit with thick green and a bumpy, leathery outer skin. They have a unique texture, with a creamy and light green colored flesh that has a buttery flavour and a special aroma. Avocados are also known as alligator pear or butter fruit. These avocados delivered to you, will not just entice your taste buds but will also ensure your well being. The approximate weight of one avocado is around 300-500 g."
2022-10-08,Plastic Dustbin - Beige,Cleaning & Household,Bins & Bathroom Ware,DP,249,449,Dustbins,4.1,"Keep your office or home clean and organised by keeping this stylish dustbin on the ground. It is rectangular. The dustbin is made using high-quality plastic, which makes it lightweight and durable. You can throw staple pins, papers pins, empty refills, pencil shavings, crumbled papers etc. Keep the trash and clutter away with this."
2022-10-09,"Pineapple - Chunks, Single Serve",Fruits & Vegetables,Fresh Fruits,Fresho,19,23.75,"Cut Fruit, Tender Coconut",,"Our uniformly and perfectly cut pineapple chunks are enriching sight to behold.
We have reduced a large effort for you by removing the pineapple's prickly exterior and cubed its sweet, juicy flesh into bite-sized chunks.
Consumed on the during travel or in your breaks. These are alternatives for your snacks. A
dd them to your meal to make it interesting. Spice it up with a pinch of salt and masala. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/865/american-pineapple-upside-down-cake-egg-free/"
2022-10-10,Jeera Powder,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,44.2,52,Powdered Spices,4.1,"Catch Jeera Powder is made using the advanced LTG technology that keeps its aroma and flavour intact. Jeera is well known for its digestive properties and is used in a variety of Indian Dishes. It’s undoubtedly an inseparable part of every Indian kitchen. Catch Jeera Powder is a basic Indian spice used extensively in all the Indian cuisines. The main use of this Indian masala is to add aroma, colour and flavours to vegetables, gravies, curries and meat dishes. Catch Jeera Powder is made from the best premium sortex quality cumin seeds sourced from Unjha, Gujrat & Jodhpur, Rajasthan."
2022-10-11,Pure Neem Skin Purifying Face Wash,Beauty & Hygiene,Skin Care,Joy,90,120,Face Care,4.3,"Joy Pure Neem Skin Purifying Face Wash contains Neem extracts with active salicylates which treat severe acne and pimple breakouts. It fights spots, marks and other skin conditions while washing away excess oil from skin surface without over drying. Skin appears pure and clear. Due to its antioxidant properties, neem protects the skin from harmful UV rays, pollution and other environmental factors. The vitamins and fatty acids in neem improve and maintain the elasticity of the skin, reduce wrinkles and fine lines.Joy Pure Neem Purifying Face Wash contains Neem extracts with active salicylates which treat severe acne and pimple breakouts. Known as an antiseptic and effective against impurities, neem is rich in anti-fungal and anti-bacterial properties. It deep cleanses your skin very gently, removes excess oils and clears clogged pores. Joy Face Wash deep cleanses the skin, resulting in a smooth, supple, and even-toned skin. It clears acne and prevents further breakouts and eruptions.Joy Skin Products are formulated with natural ingredients which provide effective results and long-lasting skin benefits."
2022-10-12,Lemon - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,33.6,42,Organic Vegetables,,"It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
2022-10-13,Lavender & Vanilla Handmade Luxury Soap,Beauty & Hygiene,Bath & Hand Wash,StBotanica,275,275,Bathing Bars & Soaps,5,"This natural soap is loaded with ingredients known for their nourishing and anti-ageing properties. We use only cold-pressed natural oils as they contain more nutrients and antioxidants than the cheaper pressed oils. The nutrient dense oils provide superior nourishment to the skin cells.Lavender & Vanilla Essential Oils: Apart from the sensuous aroma, essential oils offer a number of skin benefits. Lavender oil soothes the skin. It could quickly relieve skin irritation. It has antibacterial and anti-inflammatory properties that help reduce skin breakouts. Its antioxidant constituents fight the signs of skin aging. It helps lighten dark spots and pigmentation and helps even out skin tone. The high antioxidant content of vanilla oil helps in inhibiting free radical-induced cell damage. The reactive oxygen species generated following exposure to environmental pollutants and solar radiation are neutralized by antioxidants.Organic Plant Oil: Natural oils used in the soap are procured from the best organic sources. Virgin coconut oil is richer in skin-friendly fats and nutrients than the ordinary coconut oil. Castor oil is an excellent solvent for impurities. It easily penetrates the skin pores and removes the impurities. Wheat germ oil is the best source of vitamin E. Shea Butter: African shea nut is a source of nourishing butter with numerous skin benefits. It locks moisture into the skin for a longer time. It soothes the skin and protects it from pollutants and sun damage.Aloe Vera: Soothing aloe vera gel helps repair the damaged skin. It is rich in nutrients that boost the skin health. Chemical-Free Natural Soap: Protect your skin from the ravages of chemical-laden cleansers by introducing our natural handmade soap to your daily cleansing routine. Free from sulphates, paraben, silicone, mineral oil and other potentially hazardous chemicals, this soap takes the best care of your skin. Luxury handcrafted soap with amazing natural fragrance. A moisturizing and nourishing soap made with the finest plant-based ingredients."
2022-10-14,"Stainless Steel Pressure Cooker - Steeltuff, Induction Base, Silver","Kitchen, Garden & Pets",Cookware & Non Stick,United,2059,2424,Pressure Cookers,3,"Affordable and versatile, the Stainless Steel cookers from United are one of the most kitchen-friendly utensils out there. They are strong, safe and easy to maintain. Also, being a fantastic thermal conductor, these cookers result in perfectly even and well-cooked dishes. United aluminium pressure cooker, is the most cost-effective product, with similar specs and quality as compared to all the other products in the market. With zero compromises on the quality, it is the most pocket-friendly aluminium pressure cooker. Along with its effective pricing, it also has several plus points such as an anti-bulge base, injection moulding and bakelite handles which increases the life span of the product."
2022-10-15,"Steel Deep Dabba/Storage Container - No. 12, Plain","Kitchen, Garden & Pets",Steel Utensils,BB Home,249,339,Steel Storage Containers,,"BB Home Canister/Container Deep Dabba is a long cylindrical-shaped storage container, made of fine quality stainless steel that is durable and ideal for storing grains, snacks and other edibles. They are easy to clean and maintain. They add a great addition to your modular kitchen."
2022-10-16,Chyawan Fit Sugarfree Chyawanprash - Natural Immunity Booster,Beauty & Hygiene,Health & Medicine,Baidyanath,225,225,Supplements & Proteins,5,"Baidyanath Chyawan-Fit, the Sugarfree Chyawanprash is an excellent tonic for people with high blood sugar. It is specially formulated, as it is free from any added sugar. Every teaspoon of Baidyanath Sugarfree Chyawan-Fit contains the natural goodness of Almonds, Ashwagandha and Amla, a rich source of vitamin C, minerals & potent herbal nutrients essential to boost the body’s immunity & metabolic activity. Baidyanath Chyawanfit Sugarfree contains the rejuvenating goodness of herbs and acts as immunomodulatory. It is a mind and body rejuvenator, enriched with Vitamin – C, and Calcium."
2022-10-17,Morning Dew Perfumed Talc 250 g + English Lavender Perfumed Talc 250 g,Beauty & Hygiene,Bath & Hand Wash,Yardley London,329.8,400,Talcum Powder,,"Yardley Morning Dew exudes freshness that lingers from morning through the day. This is a fine, silky luxury talcum powder. Embrace the vibrant and musky fragrance of white flowers like lily and lotus. This luxurious talcum powder will keep you fresh, smooth, and scented throughout the day.It takes the world's finest natural lavender oils and over 200 years' expertise to create Yardley English Lavender. This is a fine, silky luxury talcum powder and will leave your skin feeling soft and subtly fragrant all day. This luxurious talcum powder will keep you fresh, smooth, and scented throughout the day."
2022-10-18,"Energy Bars - Nutty, 4+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Chocolates & Candies,Timios,140,140,Chocolates,3.6,"Timios Nutty Energy Bars are made from 100% natural and real fruits with the wholesome and goodness of a wide variety of nuts and dried fruits which are loaded and packed with antioxidants and various other essential nutrients that are ideal for the development of cognition and other physical attributes in your little one. This product does not contain processed sugar, artificial colours, added flavour and added preservatives."
2022-10-19,Banana Stem - Diced,Fruits & Vegetables,Cuts & Sprouts,Fresho,32,40,Cut & Peeled Veggies,,"We have reduced your time and effort with this pack of fresho diced banana stems which makes a quick and healthy meal, and are neatly cleaned and packed. Banana Stem is the fibrous stalk of the banana plant. It has high water content, fresh and crispy textured stalks with a mild taste. Fresho stem grade bananas are offered in a pristine condition and are tasty and nutritious."
2022-10-20,Chilli Flakes,Gourmet & World Food,Cooking & Baking Needs,On1y,99,99,"Herbs, Seasonings & Rubs",4.3,"Set your taste buds on a rollercoaster ride as you add a dash to your gourmet salads, pizzas and pastas. Throw in a pinch to liven up your salsa too. Go ahead, experiment and explore."
2022-10-21,Bite & Sip Flask And Lunch Box/Tiffin Box - Green Colour,"Kitchen, Garden & Pets",Storage & Accessories,Asian,319,495,Lunch Boxes,3.5,"Asian Bite & Sip Combo Pack includes a lunch box and a flask. Their outside wall made by food-grade plastic and inner material includes steel. The lunch box keeps food warm, made from high quality of stainless steel and the bottle double-walled 18/8 stainless steel Premium Thermos Flask which keeps drinking hot for 12 hours and cold for 24 h. Inset consists of natural high-grade steel with a smooth surface hygienic and easy to clean. It is made from high-quality 304-grade stainless steel. It carries conveniently hot or cold beverages. Have cold water all day long, on-the-go, even in the most peak summers. Carry coffee or tea when travelling."
2022-10-22,Namkeen - Khara Boondi,Snacks & Branded Foods,Snacks & Namkeen,Tasties,49,85,Namkeen & Savoury Snacks,4,"Tasties Namkeens are a range of traditional indian savories that are authentic, crispy, and deliciously mouth watering. If you are looking for a quick snack to compliment your evening tea, or a spicy bite to accompany your food, Tasties Namkeen is the perfect fun-food that will leave you craving for more!"
2022-10-23,Raw Seeds - Sunflower Pumpkin Flax Seeds,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,166,175,Roasted Seeds & Nuts,4.4,"True Elements brings to you Raw Sunflower Pumpkin Flax Seeds that are loaded with health benefits and nutrients. It is perfectly crunchy and is 100% natural and high-quality. These seeds are raw to get maximum health benefits. This combination of seeds contains vitamins, minerals, essential amino acids, antioxidants, fatty acids, etc. that are important for your health. It is a great mid-meal snack, sprinkled over breakfast, soups or can be ground into a powder and added to food.
Benefits:
1. It is loaded with many health benefits and nutrients.
2. It is a great healthy snack or meal option.
3. It contains vitamins, minerals, essential amino acids, antioxidants and fatty acids.
4. It is 100% natural and made of high-quality."
2022-10-24,"Garnet LED White Bulb - 14 Watt, Cool Day, B22","Kitchen, Garden & Pets",Appliances & Electricals,Wipro,199,320,CFL & Led Bulbs,3.5,This high brightness LED comes an efficacy up to 100lm/W. It has wide coverage with a 240-degree beam angle. It comes with an aluminium heat sink for better heat dissipation. It is LM 80 tested with SMD LED Technology. It can take high voltage fluctuation with up to 380VAC and surge protection up to 2.5KV. These bulbs are suitable for commercial and industrial appliances. It comes with diffuser optics for a glare-free light which is safe for eyes.
2022-10-25,Tempeh Cubes - Simply Sriracha Soyabean,"Bakery, Cakes & Dairy",Dairy,Hello Tempayy,135,150,"Paneer, Tofu & Cream",5,"Get your protein and spice fix all at once with Simply Sriracha Tempayy. Whip up stir fries and lettuce wraps with complete ease or just munch on these with complete abandon. Created by the magic of fermenting soyabeans with zero preservatives, it is packed with protein and fibre, low in carbs and easy to digest."
2022-10-26,Green Tea Gentle Detox Set,Beauty & Hygiene,Skin Care,The Moms Co,972,972,Body Care,,"Our Green Tea Detox Scrub Box has our gel-based Face & Body scrub that scrubs away dead cells, dirt and dullness with seeds gentle enough even for sensitive skin. While Black Sand and Tagua Nut gently exfoliate, Aloe Vera soothes and hydrates skin leaving it soft & healthNay. Green Tea & Plant AHAs remove excess oil & control sebum production."
2022-10-27,Fresh Catch Fish Fingers,"Eggs, Meat & Fish",Fish & Seafood,Ifb,240,240,Frozen Fish & Seafood,,"You can’t beat the classics. Perfectly crispy and exceptionally dippable, our Crunchy Fish Fingers are always delicious, making them the perfect intro for any get-together of family and friends."
2022-10-28,Sour Cream & Onion,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Appitas,95,95,Nachos & Chips,2.8,"Tired of potato chips and nachos? We have found the perfect snack for your munchies! Appitas Olive Twist Pita Chips are baked, multigrain pita chips loaded with the zest of olives but yet remain low in carbs and fat so you do not need to worry about cheating on your diet whenever you feel like having a midnight snack. These chips are the perfect party snack to serve with any dips and are delicious enough that you can eat the entire packet on their own! So what are you waiting for? Try them!"
2022-10-29,Xylitol Powder,Gourmet & World Food,Cooking & Baking Needs,So Sweet,350,350,Exotic Sugar & Salt,5,"So Sweet Stevia Xylitol is made of 100% natural Zero calorie sweetener and in the best and healthiest alternative to sugar and artificial sweeteners in your daily life ( Zindagi ). No calories, no carbohydrates, and no artificial ingredients. Non-glycemic response, no bitterness, no aftertaste. Verified NON-GMO Product. Zero Glycemic Index, safe for diabetics. Smooth taste, Sweet taste, Kosher Certified extract used. 100% natural extraction process of sweetener. Extraction is done, using only water."
